name,faction,parent,branch,gen
CONTROLBAR:ConstructRohanStatue,rohan,,basic,0
CONTROLBAR:ConstructRohanStable,rohan,,basic,0
CONTROLBAR:ConstructRohanRohirrimHorde,rohan,CONTROLBAR:ConstructRohanStable,basic,1
CONTROLBAR:ToggleWedgeFormation,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2
CONTROLBAR:ToggleLineFormation,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2
CONTROLBAR:PurchaseUpgradeRohanForgedBlades,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2
CONTROLBAR:PurchaseUpgradeRohanHeavyArmor,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2
CONTROLBAR:PurchaseUpgradeRohanHorseShield,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanRohirrimHorde,basic,2
CONTROLBAR:ConstructRohanRohirrimArcherHorde,rohan,CONTROLBAR:ConstructRohanStable,basic,1
CONTROLBAR:ToggleWedgeFormation,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2
CONTROLBAR:ToggleLineFormation,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeRohanHeavyArmor,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2
CONTROLBAR:FireArrowUpgrade,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanRohirrimArcherHorde,basic,2
CONTROLBAR:PurchaseTechnologyRohanHorseShield,rohan,CONTROLBAR:ConstructRohanStable,basic,1
CONTROLBAR:ConstructRohanArmory,rohan,,basic,0
CONTROLBAR:PurchaseTechnologyRohanBasicTraining,rohan,CONTROLBAR:ConstructRohanArmory,basic,1
CONTROLBAR:PurchaseTechnologyRohanHeavyArmor,rohan,CONTROLBAR:ConstructRohanArmory,basic,1
CONTROLBAR:PurchaseTechnologyRohanForgedBlades,rohan,CONTROLBAR:ConstructRohanArmory,basic,1
OBJECT:RohanCastleBaseKeep,rohan,,basic,0
CONTROLBAR:RohanTheodenHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:GloriousCharge,rohan,CONTROLBAR:RohanTheodenHotkey,basic,2
CONTROLBAR:KingsFavor,rohan,CONTROLBAR:RohanTheodenHotkey,basic,2
CONTROLBAR:TheodenMount,rohan,CONTROLBAR:RohanTheodenHotkey,basic,2
CONTROLBAR:RohanEomerHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:ThrowSpear,rohan,CONTROLBAR:RohanEomerHotkey,basic,2
CONTROLBAR:EomerMount,rohan,CONTROLBAR:RohanEomerHotkey,basic,2
CONTROLBAR:RohanEowynHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:Smite,rohan,CONTROLBAR:RohanEowynHotkey,basic,2
CONTROLBAR:Disguise,rohan,CONTROLBAR:RohanEowynHotkey,basic,2
CONTROLBAR:ShieldMaiden,rohan,CONTROLBAR:RohanEowynHotkey,basic,2
CONTROLBAR:EowynMount,rohan,CONTROLBAR:RohanEowynHotkey,basic,2
CONTROLBAR:RohanGimliHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:AxeThrow,rohan,CONTROLBAR:RohanGimliHotkey,basic,2
CONTROLBAR:Leap,rohan,CONTROLBAR:RohanGimliHotkey,basic,2
CONTROLBAR:Slayer,rohan,CONTROLBAR:RohanGimliHotkey,basic,2
CONTROLBAR:RohanLegolasHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:HawkStrike,rohan,CONTROLBAR:RohanLegolasHotkey,basic,2
CONTROLBAR:KnifeFighter,rohan,CONTROLBAR:RohanLegolasHotkey,basic,2
CONTROLBAR:TrainArchers,rohan,CONTROLBAR:RohanLegolasHotkey,basic,2
CONTROLBAR:ArrowWind,rohan,CONTROLBAR:RohanLegolasHotkey,basic,2
CONTROLBAR:GondorAragornHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:Athelas,rohan,CONTROLBAR:GondorAragornHotkey,basic,2
CONTROLBAR:BladeMaster,rohan,CONTROLBAR:GondorAragornHotkey,basic,2
CONTROLBAR:Elendil,rohan,CONTROLBAR:GondorAragornHotkey,basic,2
CONTROLBAR:Oathbreakers,rohan,CONTROLBAR:GondorAragornHotkey,basic,2
CONTROLBAR:RohanMerryHotkey,rohan,OBJECT:RohanCastleBaseKeep,basic,1
CONTROLBAR:ThrowRocks,rohan,CONTROLBAR:RohanMerryHotkey,basic,2
CONTROLBAR:UseSword,rohan,CONTROLBAR:RohanMerryHotkey,basic,2
CONTROLBAR:ElvenCloak,rohan,CONTROLBAR:RohanMerryHotkey,basic,2
CONTROLBAR:StartCitadelSelfRepair,rohan,OBJECT:RohanCastleBaseKeep,basic,1
OBJECT:EconomyFlag,rohan,,basic,0
CONTROLBAR:UnpackRohanFarm,rohan,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructEntMoot,rohan,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructTreebeard,rohan,CONTROLBAR:ConstructEntMoot,basic,2
CONTROLBAR:GrabBuildingChunk,rohan,CONTROLBAR:ConstructTreebeard,basic,3
CONTROLBAR:ThrowRocks,rohan,CONTROLBAR:ConstructTreebeard,basic,3
CONTROLBAR:KickAndPunch,rohan,CONTROLBAR:ConstructTreebeard,basic,3
CONTROLBAR:ConstructEnt,rohan,CONTROLBAR:ConstructEntMoot,basic,2
CONTROLBAR:GrabBuildingChunk,rohan,CONTROLBAR:ConstructEnt,basic,3
CONTROLBAR:ThrowRocks,rohan,CONTROLBAR:ConstructEnt,basic,3
CONTROLBAR:KickAndPunch,rohan,CONTROLBAR:ConstructEnt,basic,3
CONTROLBAR:ConstructOutpost,rohan,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructCastle,rohan,OBJECT:EconomyFlag,basic,1
OBJECT:RohanCastleGate,rohan,,basic,0
CONTROLBAR:ToggleGateOpenClose,rohan,OBJECT:RohanCastleGate,basic,1
CONTROLBAR:StartSelfRepair,rohan,OBJECT:RohanCastleGate,basic,1
OBJECT:RohanCastleWall,rohan,,basic,0
CONTROLBAR:FlagsUpgrade,rohan,OBJECT:RohanCastleWall,basic,1
CONTROLBAR:BattleTowerUpgrade,rohan,OBJECT:RohanCastleWall,basic,1
CONTROLBAR:PosternGateUpgrade,rohan,OBJECT:RohanCastleWall,basic,1
CONTROLBAR:StartSelfRepair,rohan,OBJECT:RohanCastleWall,basic,1
CONTROLBAR:ConstructGondorFarm,men,,basic,0
CONTROLBAR:ConstructGondorBlackSmith,men,,basic,0
CONTROLBAR:PurchaseTechnologyGondorBasicTraining,men,CONTROLBAR:ConstructGondorBlackSmith,basic,1
CONTROLBAR:PurchaseTechnologyGondorHeavyArmor,men,CONTROLBAR:ConstructGondorBlackSmith,basic,1
CONTROLBAR:PurchaseTechnologyGondorForgedBlades,men,CONTROLBAR:ConstructGondorBlackSmith,basic,1
CONTROLBAR:ConstructGondorBarracks,men,,basic,0
CONTROLBAR:ConstructGondorFighterHorde,men,CONTROLBAR:ConstructGondorBarracks,basic,1
CONTROLBAR:ToggleBlockFormation,men,CONTROLBAR:ConstructGondorFighterHorde,basic,2
CONTROLBAR:ToggleLineFormation,men,CONTROLBAR:ConstructGondorFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorForgedBlades,men,CONTROLBAR:ConstructGondorFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorHeavyArmor,men,CONTROLBAR:ConstructGondorFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorBasicTraining,men,CONTROLBAR:ConstructGondorFighterHorde,basic,2
CONTROLBAR:ConstructGondorShieldGuardHorde,men,CONTROLBAR:ConstructGondorBarracks,basic,1
CONTROLBAR:ToggleShieldWallFormation,men,CONTROLBAR:ConstructGondorShieldGuardHorde,basic,2
CONTROLBAR:ToggleLineFormation,men,CONTROLBAR:ConstructGondorShieldGuardHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorForgedBlades,men,CONTROLBAR:ConstructGondorShieldGuardHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorHeavyArmor,men,CONTROLBAR:ConstructGondorShieldGuardHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorBasicTraining,men,CONTROLBAR:ConstructGondorShieldGuardHorde,basic,2
CONTROLBAR:ConstructGondorArcherRange,men,,basic,0
CONTROLBAR:ConstructGondorArcherHorde,men,CONTROLBAR:ConstructGondorArcherRange,basic,1
CONTROLBAR:ToggleWedgeFormation,men,CONTROLBAR:ConstructGondorArcherHorde,basic,2
CONTROLBAR:ToggleLineFormation,men,CONTROLBAR:ConstructGondorArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorHeavyArmor,men,CONTROLBAR:ConstructGondorArcherHorde,basic,2
CONTROLBAR:FireArrowUpgrade,men,CONTROLBAR:ConstructGondorArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorBasicTraining,men,CONTROLBAR:ConstructGondorArcherHorde,basic,2
CONTROLBAR:ConstructGondorRangerHorde,men,CONTROLBAR:ConstructGondorArcherRange,basic,1
CONTROLBAR:ToggleSkirmishFormation,men,CONTROLBAR:ConstructGondorRangerHorde,basic,2
CONTROLBAR:ToggleLineFormation,men,CONTROLBAR:ConstructGondorRangerHorde,basic,2
CONTROLBAR:FireArrowUpgrade,men,CONTROLBAR:ConstructGondorRangerHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorBasicTraining,men,CONTROLBAR:ConstructGondorRangerHorde,basic,2
CONTROLBAR:NoAutoAcquire,men,CONTROLBAR:ConstructGondorRangerHorde,basic,2
CONTROLBAR:AutoAcquire,men,CONTROLBAR:ConstructGondorRangerHorde,basic,2
CONTROLBAR:PurchaseTechnologyGondorFireArrows,men,CONTROLBAR:ConstructGondorArcherRange,basic,1
CONTROLBAR:ConstructGondorStatue,men,,basic,0
CONTROLBAR:ConstructGondorWell,men,,basic,0
CONTROLBAR:ConstructGondorKeep,men,,basic,0
CONTROLBAR:ConstructGondorStable,men,,basic,0
CONTROLBAR:ConstructGondorKnightHorde,men,CONTROLBAR:ConstructGondorStable,basic,1
CONTROLBAR:ToggleWedgeFormation,men,CONTROLBAR:ConstructGondorKnightHorde,basic,2
CONTROLBAR:ToggleLineFormation,men,CONTROLBAR:ConstructGondorKnightHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorForgedBlades,men,CONTROLBAR:ConstructGondorKnightHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorHeavyArmor,men,CONTROLBAR:ConstructGondorKnightHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorKnightShield,men,CONTROLBAR:ConstructGondorKnightHorde,basic,2
CONTROLBAR:PurchaseUpgradeGondorBasicTraining,men,CONTROLBAR:ConstructGondorKnightHorde,basic,2
CONTROLBAR:PurchaseTechnologyGondorKnightShield,men,CONTROLBAR:ConstructGondorStable,basic,1
CONTROLBAR:ConstructGondorWorkshop,men,,basic,0
CONTROLBAR:ConstructGondorTrebuchet,men,CONTROLBAR:ConstructGondorWorkshop,basic,1
CONTROLBAR:NoAutoAcquire,men,CONTROLBAR:ConstructGondorTrebuchet,basic,2
CONTROLBAR:AutoAcquire,men,CONTROLBAR:ConstructGondorTrebuchet,basic,2
CONTROLBAR:PurchaseUpgradeGondorFireStones,men,CONTROLBAR:ConstructGondorTrebuchet,basic,2
CONTROLBAR:ToggleTrebWeapon,men,CONTROLBAR:ConstructGondorTrebuchet,basic,2
CONTROLBAR:PurchaseTechnologyGondorFireStones,men,CONTROLBAR:ConstructGondorWorkshop,basic,1
CONTROLBAR:ConstructGondorStoneMaker,men,,basic,0
CONTROLBAR:ConstructReinforcedGateUpgrade,men,CONTROLBAR:ConstructGondorStoneMaker,basic,1
CONTROLBAR:ConstructNumenorStoneworkUpgrade,men,CONTROLBAR:ConstructGondorStoneMaker,basic,1
CONTROLBAR:ConstructGarrisonUpgrade,men,CONTROLBAR:ConstructGondorStoneMaker,basic,1
CONTROLBAR:ConstructGondorMarketPlace,men,,basic,0
CONTROLBAR:ConstructIronOreUpgrade,men,CONTROLBAR:ConstructGondorMarketPlace,basic,1
CONTROLBAR:ConstructGrandHarvestUpgrade,men,CONTROLBAR:ConstructGondorMarketPlace,basic,1
CONTROLBAR:ConstructSiegeMaterialsUpgrade,men,CONTROLBAR:ConstructGondorMarketPlace,basic,1
OBJECT:GondorCastleBaseKeep,men,,basic,0
CONTROLBAR:GandalfTheWhiteHotkey,men,OBJECT:GondorCastleBaseKeep,basic,1
CONTROLBAR:WizardBlast,men,CONTROLBAR:GandalfTheWhiteHotkey,basic,2
CONTROLBAR:LightningSword,men,CONTROLBAR:GandalfTheWhiteHotkey,basic,2
CONTROLBAR:Shadowfax,men,CONTROLBAR:GandalfTheWhiteHotkey,basic,2
CONTROLBAR:IstariLight,men,CONTROLBAR:GandalfTheWhiteHotkey,basic,2
CONTROLBAR:WordofPower,men,CONTROLBAR:GandalfTheWhiteHotkey,basic,2
CONTROLBAR:GondorBoromirHotkey,men,OBJECT:GondorCastleBaseKeep,basic,1
CONTROLBAR:HornofGondor,men,CONTROLBAR:GondorBoromirHotkey,basic,2
CONTROLBAR:CaptainofGondor,men,CONTROLBAR:GondorBoromirHotkey,basic,2
CONTROLBAR:GondorFaramirHotkey,men,OBJECT:GondorCastleBaseKeep,basic,1
CONTROLBAR:ToggleFaramirWeapons,men,CONTROLBAR:GondorFaramirHotkey,basic,2
CONTROLBAR:WoundingArrow,men,CONTROLBAR:GondorFaramirHotkey,basic,2
CONTROLBAR:FaramirKnightRanger,men,CONTROLBAR:GondorFaramirHotkey,basic,2
CONTROLBAR:CaptainofGondor,men,CONTROLBAR:GondorFaramirHotkey,basic,2
CONTROLBAR:NoAutoAcquire,men,CONTROLBAR:GondorFaramirHotkey,basic,2
CONTROLBAR:AutoAcquire,men,CONTROLBAR:GondorFaramirHotkey,basic,2
CONTROLBAR:RohanPippinHotkey,men,OBJECT:GondorCastleBaseKeep,basic,1
CONTROLBAR:ThrowRocks,men,CONTROLBAR:RohanPippinHotkey,basic,2
CONTROLBAR:UseSword,men,CONTROLBAR:RohanPippinHotkey,basic,2
CONTROLBAR:ElvenCloak,men,CONTROLBAR:RohanPippinHotkey,basic,2
CONTROLBAR:StartCitadelSelfRepair,men,OBJECT:GondorCastleBaseKeep,basic,1
OBJECT:EconomyFlag,men,,basic,0
CONTROLBAR:UnpackGondorFarm,men,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructOutpost,men,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructCastle,men,OBJECT:EconomyFlag,basic,1
OBJECT:GondorCastleGate,men,,basic,0
CONTROLBAR:ToggleGateOpenClose,men,OBJECT:GondorCastleGate,basic,1
CONTROLBAR:StartSelfRepair,men,OBJECT:GondorCastleGate,basic,1
OBJECT:GondorCastleWall,men,,basic,0
CONTROLBAR:TrebuchetUpgrade,men,OBJECT:GondorCastleWall,basic,1
CONTROLBAR:BattleTowerUpgrade,men,OBJECT:GondorCastleWall,basic,1
CONTROLBAR:PosternGateUpgrade,men,OBJECT:GondorCastleWall,basic,1
CONTROLBAR:StartSelfRepair,men,OBJECT:GondorCastleWall,basic,1
CONTROLBAR:ConstructSlaughterHouse,isengard,,basic,0
CONTROLBAR:ConstructFurnace,isengard,,basic,0
CONTROLBAR:ConstructIsengardUrukPit,isengard,,basic,0
CONTROLBAR:ConstructIsengardUrukHai,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:ToggleBlockFormation,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:ToggleLooseFormation,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:Bloodthirsty,isengard,CONTROLBAR:ConstructIsengardUrukHai,basic,2
CONTROLBAR:ConstructIsengardCrossbowmen,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:ToggleWedgeFormation,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:ToggleLooseFormation,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:FireArrowUpgrade,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardCrossbowmen,basic,2
CONTROLBAR:ConstructIsengardPikemen,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:TogglePorcupineFormation,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:ToggleLooseFormation,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardPikemen,basic,2
CONTROLBAR:ConstructIsengardBerserker,isengard,CONTROLBAR:ConstructIsengardUrukPit,basic,1
CONTROLBAR:LightTorch,isengard,CONTROLBAR:ConstructIsengardBerserker,basic,2
CONTROLBAR:ExtinguishTorch,isengard,CONTROLBAR:ConstructIsengardBerserker,basic,2
CONTROLBAR:ConstructIsengardBattleTower,isengard,,basic,0
CONTROLBAR:ConstructIsengardWargPit,isengard,,basic,0
CONTROLBAR:ConstructIsengardWargRider,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1
CONTROLBAR:ToggleLineFormation,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:ToggleSkirmishFormation,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:WargRiderHowl,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2
CONTROLBAR:ConstructIsengardArmory,isengard,,basic,0
CONTROLBAR:PurchaseTechnologyIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:PurchaseTechnologyIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:PurchaseTechnologyIsengardFireArrows,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:PurchaseTechnologyIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardArmory,basic,1
CONTROLBAR:ConstructIsengardSiegeWorks,isengard,,basic,0
CONTROLBAR:ConstructIsengardSiegeLadder,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:SiegeRetract,isengard,CONTROLBAR:ConstructIsengardSiegeLadder,basic,2
CONTROLBAR:ConstructIsengardBatteringRam,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:ConstructIsengardSiegeBallista,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:ToggleTrebWeapon,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:NoAutoAcquire,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:AutoAcquire,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2
CONTROLBAR:ConstructIsengardExplosiveMine,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1
CONTROLBAR:DeployMine,isengard,CONTROLBAR:ConstructIsengardExplosiveMine,basic,2
CONTROLBAR:ConstructEvilSentryTower,isengard,,basic,0
OBJECT:IsengardCampKeep,isengard,,basic,0
CONTROLBAR:IsengardSarumanHotkey,isengard,OBJECT:IsengardCampKeep,basic,1
CONTROLBAR:WizardBlast,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,2
CONTROLBAR:SpecialAbilitySarumanFireball,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,2
CONTROLBAR:Dominate,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,2
CONTROLBAR:SpeechCraft,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,2
CONTROLBAR:IsengardLurtzHotkey,isengard,OBJECT:IsengardCampKeep,basic,1
CONTROLBAR:ToggleLurtzWeapon,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,2
CONTROLBAR:SpecialAbilityLurtzCripple,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,2
CONTROLBAR:SpecialAbilityLurtzCarnage,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,2
CONTROLBAR:StartCitadelSelfRepair,isengard,OBJECT:IsengardCampKeep,basic,1
OBJECT:EconomyFlag,isengard,,basic,0
CONTROLBAR:UnpackLumbermill,isengard,OBJECT:EconomyFlag,basic,1
CONTROLBAR:BuildMordorWorker,isengard,CONTROLBAR:UnpackLumbermill,basic,2
CONTROLBAR:GoHarvest,isengard,CONTROLBAR:BuildMordorWorker,basic,3
CONTROLBAR:UnpackSlaughterhouse,isengard,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructOutpost,isengard,OBJECT:EconomyFlag,basic,1
CONTROLBAR:ConstructCastle,isengard,OBJECT:EconomyFlag,basic,1
CONTROLBAR:EvilPlayerExperienceMenu,isengard,,power,0
CONTROLBAR:SummonBalrog,isengard,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilityIgnite,isengard,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityFireWhip,isengard,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogScream,isengard,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogBreath,isengard,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogWings,isengard,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:ConstructSlaughterHouse,mordor,,basic,0
CONTROLBAR:ConstructFurnace,mordor,,basic,0
CONTROLBAR:ConstructMordorOrcPit,mordor,,basic,0
CONTROLBAR:ConstructMordorOrcFighterHorde,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorOrcFighterHorde,basic,2
CONTROLBAR:Bloodthirsty,mordor,CONTROLBAR:ConstructMordorOrcFighterHorde,basic,2
CONTROLBAR:ConstructMordorOrcArcherHorde,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:FireArrowUpgrade,mordor,CONTROLBAR:ConstructMordorOrcArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorOrcArcherHorde,basic,2
CONTROLBAR:PurchaseTechnologyMordorFireArrows,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:PurchaseTechnologyMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:ConstructMordorHaradrimPalace,mordor,,basic,0
CONTROLBAR:ConstructMordorHaradrimHorde,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:ToggleWedgeFormation,mordor,CONTROLBAR:ConstructMordorHaradrimHorde,basic,2
CONTROLBAR:ToggleLineFormation,mordor,CONTROLBAR:ConstructMordorHaradrimHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorHaradrimHorde,basic,2
CONTROLBAR:ConstructMordorEasterlingHorde,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:TogglePorcupineFormation,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:ToggleLineFormation,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:ConstructMordorTrollCage,mordor,,basic,0
CONTROLBAR:ConstructMordorMountainTroll,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:TrollFindRock,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:TrollFindTree,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
